2021-05-30,62.0,1487.6000000000001,19620.0,19.0,67.75
2021-05-31,62.0,2035.3099999999997,16440.0,20.0,69.25
2021-06-01,62.0,3570.51,19320.0,20.0,68.125
2021-06-03,61.9,2868.1699999999996,17880.0,20.0,65.0
2021-06-04,61.9,2413.8999999999996,22680.0,21.0,63.75
2021-06-06,61.9,3193.9400000000005,21540.0,18.0,70.625
2021-06-07,61.9,2341.07,20340.0,17.0,68.625
2021-06-08,61.9,2558.5499999999997,20460.0,18.0,63.875
2021-06-10,62.0,1746.15,17400.0,20.0,48.625
2021-06-11,62.0,3870.0200000000004,24300.0,21.0,49.25
2021-06-12,62.1,1639.3700000000001,22140.0,23.0,50.125
2021-06-15,62.1,3722.03,21180.0,26.0,44.5
2021-06-16,62.1,2908.6300000000006,22200.0,24.0,53.5
2021-06-18,62.1,3389.9099999999994,22740.0,24.0,52.125
2021-06-19,62.2,2558.2500000000005,23760.0,24.0,51.75
2021-06-20,62.2,2835.3999999999996,21720.0,24.0,52.75
2021-06-22,62.1,4419.870000000001,19800.0,22.0,60.25
2021-06-23,62.2,3594.7899999999995,22140.0,22.0,61.875
2021-06-24,62.2,4536.26,20820.0,21.0,64.875
2021-06-25,62.2,2172.1800000000003,21240.0,22.0,60.125
2021-06-26,62.2,1842.3000000000002,27120.0,24.0,56.75
2021-06-27,62.2,1482.3200000000002,20040.0,25.0,53.875
2021-06-28,62.2,2453.89,20100.0,25.0,55.375
2021-06-30,62.0,3797.170000000001,21060.0,23.0,68.875
2021-07-01,62.0,1512.23,22140.0,24.0,59.75
2021-07-03,62.0,1692.6400000000003,24960.0,24.0,55.5
2021-07-06,62.0,3453.47,18540.0,24.0,59.25
2021-07-07,62.0,3034.81,17220.0,24.0,62.0
2021-07-08,62.0,4089.0799999999995,16920.0,25.0,57.75
2021-07-09,62.0,2624.31,20040.0,25.0,54.75
2021-07-10,62.1,1827.3400000000001,22680.0,25.0,50.125
2021-07-11,62.1,1572.05,27060.0,24.0,57.875
2021-07-12,62.1,1379.0500000000002,19320.0,24.0,61.375
2021-07-14,62.1,124.63,20340.0,25.0,62.125
2021-07-18,62.1,1520.5100000000002,26640.0,25.0,59.25
2021-07-19,62.1,11632.76,18120.0,26.0,54.75
2021-07-20,62.1,755.4599999999999,21240.0,25.0,54.625
2021-07-21,62.1,2250.4300000000003,21960.0,25.0,56.25
2021-07-22,62.1,1702.0900000000001,20700.0,25.0,59.25
2021-07-24,62.1,1640.99,26100.0,23.0,67.5
2021-07-25,62.1,2590.2300000000005,27900.0,22.0,66.625
2021-07-27,62.1,3301.2800000000007,29880.0,24.0,54.75
2021-07-31,62.1,2328.28,28860.0,25.0,56.0
2021-08-01,62.1,1813.3200000000002,21180.0,25.0,52.875
2021-08-02,62.1,2800.009999999999,17820.0,26.0,47.0
2021-08-03,62.1,2135.8500000000004,18000.0,26.0,46.625
2021-08-04,62.1,1855.6499999999999,21420.0,26.0,48.75
2021-08-05,62.1,3222.7799999999993,20340.0,25.0,54.25
2021-08-06,62.1,2390.13,23460.0,24.0,57.625
2021-08-07,62.1,1538.58,25560.0,23.0,65.625
2021-08-08,62.1,2080.3900000000003,24660.0,23.0,65.375
2021-08-09,62.1,3130.35,15660.0,23.0,64.0
2021-08-10,62.1,1972.1499999999999,18780.0,24.0,59.875
2021-08-11,62.1,2098.96,19140.0,26.0,49.125
2021-08-13,62.1,1823.7399999999998,18900.0,25.0,56.125
2021-08-14,62.1,1630.8700000000001,18720.0,24.0,61.0
2021-08-15,62.1,1619.0399999999997,21960.0,25.0,61.875
2021-08-16,62.1,2551.71,22920.0,25.0,66.625
2021-08-17,62.1,3391.01,22380.0,24.0,73.5
2021-08-18,61.9,2664.43,15240.0,23.0,74.25
2021-08-19,61.9,2872.9400000000005,16980.0,23.0,71.0
2021-08-20,61.9,3167.4900000000002,18300.0,22.0,66.875
2021-08-21,62.0,1338.57,23100.0,21.0,70.375
2021-08-22,62.0,772.51,14940.0,21.0,67.875
2021-08-23,62.0,3287.81,17160.0,22.0,70.625
2021-08-24,62.0,2828.4900000000002,18300.0,23.0,65.5
2021-08-25,62.0,2307.97,20880.0,25.0,54.25
2021-08-26,62.0,3560.7099999999996,16980.0,26.0,45.875
2021-08-27,62.0,2515.8299999999995,15480.0,26.0,48.625
2021-08-28,62.0,1390.1499999999999,20040.0,25.0,57.0
2021-08-31,62.1,2958.27,21780.0,22.0,62.375
2021-09-02,62.0,1990.7700000000002,17460.0,21.0,70.5
2021-09-03,62.0,1898.2500000000002,19020.0,23.0,63.375
2021-09-04,62.0,2192.77,21480.0,25.0,48.875
2021-09-05,62.0,2134.88,19620.0,26.0,40.25
2021-09-06,62.0,1773.5599999999995,22860.0,25.0,56.125
2021-09-08,62.0,2006.07,15240.0,25.0,54.875
2021-09-09,62.0,2772.21,24180.0,26.0,51.0
2021-09-10,62.0,2671.4900000000002,21540.0,26.0,50.625
2021-09-11,62.2,1873.21,24360.0,27.0,49.25
2021-09-12,62.1,2517.15,23280.0,26.0,52.875
2021-09-15,62.1,2533.43,21600.0,22.0,58.25
2021-09-16,62.1,2478.7799999999997,15960.0,21.0,62.25
2021-09-17,62.1,2403.2,16500.0,20.0,65.125
2021-09-18,62.1,930.7799999999999,24240.0,20.0,65.5
2021-09-19,62.1,1637.24,23160.0,21.0,61.0
2021-09-24,62.2,622.09,20040.0,22.0,58.5
2021-09-27,62.2,1506.7900000000002,16380.0,20.0,68.875
2021-09-28,62.2,2487.49,19980.0,20.0,74.125
2021-09-29,62.1,1778.3500000000004,19680.0,20.0,65.625
2021-09-30,62.1,1535.7599999999995,25020.0,23.0,47.625
2021-10-01,62.2,2493.3799999999997,24120.0,23.0,39.0
2021-10-02,62.2,530.75,21060.0,24.0,37.0
2021-10-03,62.2,2793.2499999999995,25080.0,25.0,31.5
2021-10-04,62.2,1557.5599999999997,19200.0,25.0,32.625
2021-10-06,62.1,2441.359999999999,20700.0,21.0,58.25
2021-10-07,62.1,2317.11,24540.0,19.0,70.5
2021-10-08,62.1,1795.16,21180.0,18.0,62.75
2021-10-09,62.1,2725.2100000000005,26400.0,19.0,61.375
2021-10-10,62.2,2373.6900000000005,25560.0,20.0,47.375
2021-10-11,62.2,3001.94,23280.0,19.0,64.375
2021-10-12,62.2,3172.6899999999996,20580.0,18.0,23.875
2021-10-13,62.2,2793.9499999999994,19680.0,18.0,28.625
2021-10-15,62.2,1876.52,14460.0,22.0,31.875
2021-10-17,62.2,1161.7299999999998,22980.0,19.0,40.0
2021-10-18,62.2,931.7700000000001,23580.0,17.0,63.625
2021-10-19,62.2,2244.1299999999997,21780.0,17.0,60.625
2021-10-21,62.2,3594.7999999999993,18600.0,19.0,52.5
2021-10-22,62.2,1321.4,22680.0,18.0,66.375
2021-10-23,62.2,2647.98,21420.0,18.0,74.375
2021-10-24,62.2,2558.88,25260.0,17.0,70.375
2021-10-25,62.2,2506.51,18660.0,16.0,76.625
2021-10-26,62.1,2660.8499999999995,21240.0,16.0,63.375
2021-10-27,62.1,1630.3000000000002,18060.0,19.0,36.5
2021-10-28,62.2,3530.5499999999997,23520.0,22.0,33.625
2021-10-29,62.2,1876.1100000000001,30300.0,21.0,47.375
2021-10-30,62.2,1385.3799999999997,28980.0,18.0,70.25
2021-11-01,62.2,4005.3199999999997,19800.0,18.0,66.75
2021-11-04,62.1,4506.57,19200.0,20.0,61.125
2021-11-05,62.1,2800.38,22500.0,20.0,57.375
2021-11-06,62.1,936.98,14940.0,19.0,65.25
2021-11-07,62.1,3110.09,23220.0,17.0,77.25
2021-11-08,62.1,2429.8799999999997,21660.0,17.0,67.0
2021-11-09,62.1,3728.58,17400.0,17.0,63.125
2021-11-10,62.1,3958.84,19260.0,18.0,75.875
2021-11-11,62.1,3196.95,23340.0,23.0,32.875
2021-11-13,62.3,1843.4800000000002,18960.0,23.0,31.75
2021-11-14,62.3,2326.5200000000004,26820.0,22.0,35.5
2021-11-15,62.2,1378.4099999999999,16740.0,21.0,37.25
2021-11-16,62.2,3186.5299999999997,20520.0,18.0,56.125
2021-11-17,62.2,1252.8799999999999,18660.0,17.0,64.75
2021-11-18,62.2,4196.990000000001,22620.0,17.0,71.875
2021-11-19,62.2,2092.76,18000.0,16.0,70.5
2021-11-20,62.2,2643.88,19260.0,17.0,59.25
2021-11-21,62.2,1717.9700000000005,24060.0,21.0,24.875
2021-11-22,62.2,2435.89,15900.0,20.0,21.375
2021-11-23,62.2,1674.8,22980.0,18.0,45.625
2021-11-25,62.2,927.4300000000001,23040.0,19.0,15.0
2021-11-26,62.2,1881.6200000000001,30540.0,18.0,15.5
2021-11-27,62.2,1684.15,23100.0,18.0,20.0
2021-11-28,62.2,3150.03,21840.0,18.0,21.5
2021-11-30,62.1,1813.1600000000005,25740.0,18.0,36.5
2021-12-02,62.1,1974.5200000000002,20220.0,18.0,44.875
2021-12-03,62.1,2580.5299999999997,26460.0,16.0,52.125
2021-12-04,62.1,1295.08,21960.0,16.0,59.375
2021-12-07,62.1,544.6,18420.0,16.0,70.375
2021-12-09,62.1,2765.400000000001,20520.0,14.0,77.375
2021-12-10,62.1,1703.49,23820.0,13.0,64.375
2021-12-12,62.1,3490.7099999999996,19740.0,14.0,57.0
2021-12-13,62.1,2226.48,21600.0,13.0,64.5
2021-12-15,62.1,2592.4200000000005,23220.0,11.0,43.375
2021-12-16,62.1,2109.08,20520.0,12.0,46.25
2021-12-18,62.1,1355.5099999999998,21660.0,13.0,23.5
2021-12-20,62.1,2618.5899999999997,18300.0,13.0,37.625
2021-12-21,62.1,1904.71,22860.0,14.0,34.75
2021-12-22,62.1,690.4499999999999,21840.0,15.0,26.375
2021-12-25,62.1,2915.9300000000007,23820.0,13.0,77.125
2021-12-26,62.1,1658.66,20100.0,12.0,66.75
2021-12-28,62.1,2957.88,120.0,11.0,60.25
2021-12-29,62.1,1627.4100000000003,17700.0,11.0,77.0
2021-12-30,62.2,1393.0900000000001,18060.0,13.0,86.0
